PART_NUMBER,REGIMEN,TypeMaterial,DESCRIPTION_EN,DESCRIPCION_ES,UMC,UMT,HTSMX,HTSMXBASE,HTSMXNICO,IGI_DUTY,PROSEC,R8,DESCRIPCION_R8,RRYNA_NON_DUTY_REQUIREMENTS,REMARKS,NETWEIGHT,IMPORTED_OR_NOT,SENSIBLE,HTS_SerialNo,CLAVESAT,DESCRIPCION_CN,MATERIAL_CN,MATERIAL_EN,FUNCTION_CN,FUNCTION_EN,COMPANY
5HYV-374009-9000,IN,KD,Right Front Door Inner Water Channel,JUNTA,PZA,KG,4016930401,40169304,1,0,,,,,,0.136,Y,N,CF SALE MXHTS2025060032,25174800,,,,,,
5HY1-001001-46-Z,AF,HerramietasDeTrabajo,Pick-up fixture placement rack,BASTIDOR,PZA,KG,7308909999,73089099,99,35,Ex. ,,,STEEL PRIOR PERMISSION,IT WILL BE IMPORTED TEMPORARY AND THEN CHANGE OF REGIMEN,290,Y,N,CF SALE MXHTS2025040014,25174800,,,,,,
5KWV-190104-1000-12,IN,0,EPS DECAL, CALCOMANIAS DE PLASTICO,PZA,KG,4908909901,49089099,1,35,0,1931R825050569,ETIQUETA AUTOADHESIVA  CALCOMANIAS DE PLASTICO  CALCOMANIA PARA PUERTA  CALCOMANIAS DECORATIVAS PARA VEHICULOS  ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO   ETIQUETAS ADHESIVAS  DE PLASTICO  ETIQUETA DE DESCRIPCION DE CAPACIDAD DE REMOLQUE  ETIQUETA DE MANIJA  ETIQUETA PLASTICA  CALCOMANIAS DECORATIVAS PARA CARROCERIA  ETIQUETAS ADHESIVAS  DE PLASTICO 4908909901,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.001,Y,N,0,25172000,,,,,,
940010-12525,A1,Equipo,UPVC 90 degree elbow connector,ACCESORIO PARA TUBERIA DE PVC,PZA,KG,3917400100,39174001,0,0,,,,,,0.1,Y,N,CF SALE MXHTS2025070030,25174800,,,,,,
5HY0-043063-10000,IN,0,MIDDLE LOWER GUARD SEAT,GUARNICION PARA CARROCERIA DE PLASTICO,PZA,KG,3926300299,39263002,99,15,Ex. ,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.998,Y,N,0,25181600,,,,,,
5HYV-031479-6001-H1M,IN,KD,Rear mounting bracket of front lower rocker arm.,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,1.366,Y,N,0,25181604,,,,,,
601401-00927,A1,Equipo,sleeve,UTIL INTERCAMBIABLE,PZA,PZA,8207909900,82079099,0,35,Ex. ,,,,CONFIRM THAT THE BRAND IS NOT VISIBLE,0.05,Y,N,CF SALE MXHTS2025020017,31171502,,,,,,
5HY0-031414-1MP0M,IN,0,THE MIDDLE PART IS CONNECTED WITH THE ROUND TUBE,PARTE DE LA ESTRUCTURA INTERIOR DEL VEHICULO (PARTE CENTRAL - REDONDO),PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,1.577,Y,N,0,25181600,,,,,,
JXMF-MX-0219,A1,HerramietasDeTrabajo,Tap M5,MACHUELOS,PZA,PZA,8207400401,82074004,1,0,,,,NOM-050-SCFI-2004,,0.2,Y,N,CF SALE MXHTS2025070027,25174800,,,,,,
5HYV-235030-6000-H1M,IN,KD,Right Reinforcement Plate for Mounting Bracket of Middle Connecting Pipe of Top Bar,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,,,0.324,Y,N,CF SALE MXHTS2025050073,25181604,,,,,,
5KWV-134000-1001,IN,0,REAR SEAT ASSY,ASIENTO TRASERO,PZA,PZA,9401200100,94012001,0,0,,,,NO RRNA,0,6.4,Y,N,0,25172100,,,,,,
5HY0-043012,IN,0,HOLDER,SUJETADOR DE PLASTICO,PZA,KG,3926909999,39269099,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.53,Y,N,0,30103202,,,,,,
30121-060020870,IN,KD,SCREW,TORNILLO DE ACERO DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.005,Y,N,0,31161502,,,,,,
JXMF-MX-0133,A1,Equipo,flange gasket DN100,JUNTA,PZA,KG,4016930499,40169304,99,0,,,,,,0.1,Y,N,CF SALE MXHTS2025060034,25174800,,,,,,
5BWV-230360-5000-H1M,IN,KD,Left tube component,PARTE PARA CARROCERIA,PZA,PZA,7326909999,73269099,99,35,,1931R825050612,CINCHO METALICO  SOPORTE METALICO  TAPA  GANCHO FRONTAL  EMBALAJE DE ACERO  MANUFACTURA DE METAL  SUJETADORES DE ACERO  PLACA DE IDENTIFICACION DEL VEHICULO  BLOQUE DE ACERO  MANUFACTURA DE ACERO  PARTE DEL EMBALAJE  CUBIERTA  GANCHO DE ACERO 7326909999,,,1.201,Y,N,CF SALE MXHTS2025050007,25174800,,,,,,
5KWV-021150-1001,IN,0,EXHAUST PIPE LOWER HEAT INSULATOR ASSY,AISLANTE TERMICO PARA TUBO DE ESCAPE,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.22,Y,N,0,25181604,,,,,,
5ASV-120010A,IN,KD,HIGH PRESSURE FUEL HOSE ASSY,TUBO PREFORMADO PARA TANQUE DE COMBUSTIBLE,PZA,PZA,8708999908,87089999,8,0,,,,,,0.19,Y,N,CF SALE MXHTS2025050007,25174800,,,,,,
9DS#-120300-6000,IN,0,CAP FUEL TANK,TAPON PLASTICO,PZA,KG,3923500100,39235001,0,15,Ex. ,,,NO RRNA,0,0.09,Y,N,0,24122004,,,,,,
601401-00752,A1,Equipo,sleeve,DADO,PZA,PZA,8204209900,82042099,0,10,Ex. ,,,,CONFIRM THAT THE BRAND IS NOT VISIBLE,0.05,Y,N,CF SALE MXHTS2025020017,31171502,,,,,,
5KWV-030040-1000,IN,0,BRAKE FLUID HOSE BRACKET,SOPORTE PARA MANGUERA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.044,Y,N,0,25181604,,,,,,
5HY0-031329-0MP0M,IN,0,REEL INSTALLATION PLATE ONE,PLACA DE MONTAJE DEL RETRACTOR UNO,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.18,Y,N,0,25181604,,,,,,
5HYV-042022-1D00,IN,0,REAR RH UPPER SIDE PANEL,GUARDABARRO SUPERIOR DERECHO TRASERO,PZA,KG,3926300299,39263002,99,15,Ex. ,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.328,Y,N,0,25172602,,,,,,
TY15-990960-0229-Z,A1,,,REMOLQUE MANUAL,,PZA,8716809901,87168099,1,15,Ex. Excepto: Carretillas de accionamiento hidraulico.,,,0,,0,Y,N,,25101900,,,,,,
940010-08413,A1,Equipo,reduction box,REDUCTOR,PZA,PZA,8483400999,84834009,99,0,,,,NO RRNA,0,10,Y,N,0,26111536,,,,,,
CFCV-12H902-2000-M1,IN,0,WPC-2P-F,CONECTOR,PZA,PZA,8536909999,85369099,99,0,,,,NO RRNA,0,0.002,Y,N,0,31163100,,,,,,
5HYV-043091-1C00-0K100,IN,KD,COVER DASHBOARD,PROTECCION DE TABLERO,PZA,KG,8708299999,87082999,99,35,Ex. ,,,,,0.089,Y,N,CF SALE MXHTS2025050007,25174800,,,,,,
30006-103020810,IN,0,BOLT M10x1.25x110,PERNOS ROSCADOS DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.15,Y,N,0,31161500,,,,,,
5KWV-042078-1000,IN,0,USB COVER,MANUFACTURA DE PLASTICO DE USO AUTOMOTRIZ,PZA,KG,3926909906,39269099,6,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.302,Y,N,0,31181701,,,,,,
WNR5111EFRRB-NSBLU,A1,,,BANDA DE SEGURIDAD DE MATERIA TEXTIL,,KG,5609000299,56090002,99,10,,,,0,,0,Y,Y,,24101601,,,,,,
9DRV-160112-B800,IN,0,RH HEADLIGHT,FARO DERECHO,PZA,PZA,8512209900,85122099,0,5,Ex. ,,,NOM-024-SCFI-2013,Need to label specific NOM-024 shipment mark,1.352,Y,N,0,39111500,,,,,,
5BWV-031570-5003-H1M,IN,0,Steering Wheel Support Bracket Assembly,MARCO INTERIOR DEL VEHICULO,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.687,Y,N,0,25181604,,,,,,
5ASV-041041-6000-0K100,IN,KD,TOP COVER,COFRE PARA VEHICULO UTILITARIO DE CARGA,PZA,PZA,8708290200,87082902,0,0,,,,,,1.62,Y,N,CF SALE MXHTS2025050007,25174800,,,,,,
5HY0-300101,IN,0,CORE SHAFT REAR DRIVE SHAFT,EJE IMPULSOR TRASERO,PZA,PZA,8708409999,87084099,99,5,3,1931R825050355,PARTE PARA TRANSMISION  SOPORTE DE TRASMISION PARA AJUSTE DE CHICOTE  MONTAJE PARA CAJA DE CAMBIOS  EJE IMPULSOR TRASERO  PALANCA DE VELOCIDADES  BALANCIN DE SELECTOR DE CAMBIOS  CAJA DE ENGRANES 8708409999,,,0.332,Y,N,0,25174800,,,,,,
JXMF-MX-0153,A1,Equipo,male thread connectorDN40,NIPLE,PZA,KG,7307999902,73079999,2,0,,,,,Contains metallic coatings steel prior permission not applicable,0.3,Y,N,CF SALE MXHTS2025060034,25174800,,,,,,
5BWV-180008-5000,IN,0,OVERFLOW HOSE RADIATOR,MANGUERA DE CAUCHO,PZA,KG,4009310602,40093106,2,0,,,,NO RRNA,0,0.55,Y,N,0,40142000,,,,,,
940010-08559,A1,Equipo,Plate heat exchanger sheet (with sealing ring),INTERCAMBIADOR DE CALOR,PZA,PZA,8419509999,84195099,99,0,,,,NO RRNA,0,20,Y,N,0,40101835,,,,,,
9060-060704,IN,0,LOWER MOUNTING SHAFT REAR BEARING CARRIER,EJE PARA MOTOR,PZA,PZA,8708999999,87089999,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.19,Y,N,0,25181604,,,,,,
940010-08217,A1,Equipo,Circuit Breaker,DISYUNTOR,PZA,PZA,8536209900,85362099,0,5,Ex. ,,,NO RRNA,0,0.1,Y,N,0,39121602,,,,,,
601401-00336,A1,Equipo,Hacksaw blade,SEGUETAS PARA METAL,PZA,PZA,8202910401,82029104,1,0,,,,,,0.05,Y,N,0,25174800,,,,,,
5HY0-031620-0MP0M,IN,0,PARKING CABLE MOUNTING BRACKET,SOPORTE DE MONTAJE DEL CABLE DE ESTACIONAMIENTO,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.046,Y,N,0,26121800,,,,,,
5BYV-374007-6000,IN,0,PLATE,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.047,Y,N,0,25181604,,,,,,
5HYV-081000-2C01,IN,0,HYDRAULIC BRAKE ASSY,SISTEMA DE FRENADO,PZA,PZA,8708309999,87083099,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,9.876,Y,N,0,25181604,,,,,,
6KM#-040081-8000-M1,IN,0,NUT CLIP M5,TUERCA,PZA,KG,7318160603,73181606,3,35,,1931R825050547,TUERCA 7318160603,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.001,Y,N,0,31161700,,,,,,
5BY0-080008,IN,0,GUARD FRONT RH BRAKE CALIPER,MANUFACTURA DE PLASTICO DE USO AUTOMOTRIZ,PZA,KG,3926909906,39269099,6,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.65,Y,N,0,25181600,,,,,,
940010-12545,A1,Equipo,UPVC Connectors of different diameters,ACCESORIO PARA TUBERIA DE PVC,PZA,KG,3917400100,39174001,0,0,,,,,,0.11,Y,N,CF SALE MXHTS2025070030,25174800,,,,,,
5SYV-341300-6700,IN,0,SEAT BELT PASSENGER,CINTURON DE SEGURIDAD,PZA,PZA,8708210100,87082101,0,0,,,,NOM-119-SCFI-2000,Can be imported,0.23,Y,N,0,25172100,,,,,,
900010-0297,A1,Equipo,A3 magnetic card holder,PORTATARJETAS MAGNETICO A3,PZA,KG,3926909999,39269099,99,0,,,,0,0,0.034,Y,N,0,24111503,,,,,,
5HYV-180004-1C01,IN,KD,WATER OUTLET PIPE ENGINE,TUBERIA PREFORMADA,PZA,PZA,8708999999,87089999,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.3,Y,N,0,25181600,,,,,,
5HY1-030-017,A1,,,SENSOR,,PZA,8541499900,85414999,0,0,,,,0,,0,Y,N,,41111900,,,,,,
TBT065,A1,KD,PACKAGING IRON FRAME,EMBALAJE METALICO,PZA,PZA,7326909999,73269099,99,35,,,,,0,25.5,Y,N,CF SALE MXHTS2025040002,25174800,,,,,,
5HYV-230250-1H00-H1M,IN,KD,Rear roof bar lower connecting tube assembly,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,1.72,Y,N,0,25181604,,,,,,
601401-00516,A1,Equipo,adaptor,ADAPTADOR,PZA,PZA,8207909900,82079099,0,35,Ex. ,,,,CONFIRM THAT THE BRAND IS NOT VISIBLE,0.3,Y,N,CF SALE MXHTS2025020017,25174800,,,,,,
Q830-310013,IN,KD,Spline twisting set,ENGRANE,PZA,PZA,8483400999,84834009,99,0,,,,,,0.24,Y,N,CF SALE MXHTS2025050009,25174800,,,,,,
5HYV-372007-9000,IN,KD,Front Door Sealing Strip,JUNTA,PZA,KG,4016930401,40169304,1,0,,,,,,0.67,Y,N,CF SALE MXHTS2025060032,25174800,,,,,,
5HYV-190007-6000-12,IN,KD,ANTI-ROLLING BAR WARNING LABEL,ETIQUETA ADHESIVA,PZA,KG,3919100100,39191001,0,0,,,,,,0.001,Y,N,CF SALE MXHTS2025040002,55121600,,,,,,
5FYV-372004-1000,A1,HerramietasDeTrabajo,Left Rear Door Trim Panel,MOLDE DE INYECCION DE PLASTICO,PZA,PZA,8480710399,84807103,99,0,,,,,,12500,Y,N,CF SALE MXHTS2025120008,23151514,a a Ze e e,S50C,S50C,Mass production of plastic parts using specific molding processes,Mass producing plastic parts through specific molding processes,four wheeler
5ASV-002003-6002,IN,KD,CVT AIR OUTLET HOUSING,MANUFACTURAS DE PLASTICO DE USO AUTOMOTRIZ,PZA,KG,3926909906,39269099,6,0,,,,NOM-050-SCFI-2004,,1.05,Y,N,CF SALE MXHTS2025050007,25174800,,,,,,
5BWV-043012-5000,IN,0,STORAGE BOX COVER DRIVER SEAT,CUBIERTA DE CAJA DE ALMACENAMIENTO,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.326,Y,N,0,25181604,,,,,,
5HYV-237020-6000-H1M,IN,KD,Right Upright Beam Assembly of Rear Top Bar,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,,,4.367,Y,N,CF SALE MXHTS2025050073,25181604,,,,,,
5HYV-19SA01-1L00-12,IN,0,EPA,ETIQUETAS ADHESIVAS  DE PLASTICO,PZA,KG,4908909901,49089099,1,35,0,1931R825050569,ETIQUETA AUTOADHESIVA  CALCOMANIAS DE PLASTICO  CALCOMANIA PARA PUERTA  CALCOMANIAS DECORATIVAS PARA VEHICULOS  ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO   ETIQUETAS ADHESIVAS  DE PLASTICO  ETIQUETA DE DESCRIPCION DE CAPACIDAD DE REMOLQUE  ETIQUETA DE MANIJA  ETIQUETA PLASTICA  CALCOMANIAS DECORATIVAS PARA CARROCERIA  ETIQUETAS ADHESIVAS  DE PLASTICO 4908909901,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.001,Y,N,0,55121600,,,,,,
5HY0-020001,IN,0,HEAT INSULATION PLATE UPPER,PLACA PROTECTORA PARA SILENCIADOR DE ESCAPE,PZA,PZA,8708920399,87089203,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.07,Y,N,0,25181604,,,,,,
89123412,A1,Equipo,UPVC tee,CONECTOR,PZA,KG,3917400100,39174001,0,0,,,,0,0,0.33,Y,N,0,31163100,,,,,,
5SYV-030300-8003,IN,KD,FRONT ROW SEAT BRACKET,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,,,6.643,Y,N,0,25181604,,,,,,
5BWV-211001-5000,IN,0,BRACKET FRONT CAB,SOPORTE,PZA,PZA,8302309100,83023091,0,15,Ex. ,,,NO RRNA,0,0.093,Y,N,0,25191700,,,,,,
30121-060016870,IN,KD,INNER HEX SCREW,TORNILLO DE ACERO DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,,0.005,Y,N,CF SALE MXHTS2025050007,25174800,,,,,,
5HYV-200300-6000,IN,0,LH REAR VIEW MIRROR ADAPTER SEAT,SOPORTE,PZA,PZA,8708999999,87089999,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.126,Y,N,0,25181600,,,,,,
5KWV-002010-1001,IN,0,CVT HIGH INTAKE ASSY,PARTE AUTOMOTRIZ,PZA,PZA,8708999999,87089999,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.299,Y,N,0,25181604,,,,,,
601401-01113,A1,Embalaje,Phillips Screwdriver 6A-150 - Sata - 62313,HERRAMIENTA DE MANO (DESARMADOR ),PZA,PZA,8205409900,82054099,0,15,Ex.,,,NOM-050-SCFI-2004,,0.099,Y,N,CF SALE MXHTS2025110028,,a a ezoa a 6A 150 a e3 43 4 62313,steel,Steel,Assembly and use,For assembly use,two wheeler
9010-150004,IN,0,TIE,CINCHO DE PLASTICO PARA USO AUTOMOTRIZ,PZA,KG,3926909906,39269099,6,0,,,,,,0.006,Y,N,0,25174800,,,,,,
YC-018,AF,Equipo,Metal Rail kit parts,PLATAFORMA DESARMADA,PZA,KG,7308909999,73089099,99,35,Ex. ,,,AUTOMATIC NOTICE,,40,Y,N,0,25174800,,,,,,
JXMF-MX-0236,A1,0,cylinder   CDG1RN50-250Z,CILINDRO,PZA,PZA,8412319900,84123199,0,0,,,,,,2.1,Y,N,0,25174800,,,,,,
5ASV-190301-6T00-12,IN,KD,CARGO BOX LH SIDE PLATE DECAL,CALCOMANIAS DECORATIVAS PARA CARROCERIA,PZA,KG,4908909999,49089099,99,35,0,1931R825050530,"CALCOMANIAS DECORATIVAS PARA CARROCERIA  ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO  ETIQUETA DE PLASTICO  PLACA DE ADVERTENCIA , CALCOMANIA 4908909999",,,0.001,Y,N,CF SALE MXHTS2025050007,25174800,,,,,,
601402-00658,A1,Equipo,Spatter Knife,ESPATULA,PZA,PZA,8205599903,82055999,3,15,Ex. Excepto: Paletas (cucharas) de albaNil; avellanadoras o expansores para tubos; aparatos o herramientas tipo pistola impulsados por cartuchos detonantes para incrustar o remachar taquetes pernos o clavos; llanas; alcuzas (aceiteras); cortavidrios.,,,,,1.6,Y,N,0,25174800,,,,,,
5BYV-031300-6002-H1M,IN,KD,DOUBLE-ROW LEFT SIDE FRAME ASSEMBLY,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,,,5.82,Y,N,CF SALE MXHTS2025050007,25181604,,,,,,
5HYV-182040-6000,IN,0,RADIATOR INLET PIPE,TUBO DE CAUCHO,PZA,KG,4009310602,40093106,2,0,,,,NO RRNA,0,0.118,Y,N,0,25181604,,,,,,
5SYV-031876-6000-H1M,IN,0,MIDDLE LONGITUDINAL-BEAM REINFORCING PLATE,PLACA DE REFUERZO DE VIGA LONGITUDINAL MEDIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.101,Y,N,0,25181604,,,,,,
5SYV-190302-6E00-13,IN,0,Decal,CALCOMANIAS DECORATIVAS PARA CARROCERIA,PZA,KG,4908909901,49089099,1,35,0,1931R825050569,ETIQUETA AUTOADHESIVA  CALCOMANIAS DE PLASTICO  CALCOMANIA PARA PUERTA  CALCOMANIAS DECORATIVAS PARA VEHICULOS  ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO   ETIQUETAS ADHESIVAS  DE PLASTICO  ETIQUETA DE DESCRIPCION DE CAPACIDAD DE REMOLQUE  ETIQUETA DE MANIJA  ETIQUETA PLASTICA  CALCOMANIAS DECORATIVAS PARA CARROCERIA  ETIQUETAS ADHESIVAS  DE PLASTICO 4908909901,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.032,Y,N,0,55121600,,,,,,
6KM0-00000-922-001-Z,A1,HerramietasDeTrabajo,THT JIG FOR SUPPORT REAR FORK,DEFENSA PARA MOTOR DISENADO PARA MOTOCICLETAS,PZA,PZA,8714109900,87141099,0,0,,,,,,2.6,Y,N,CF SALE MXHTS2025110004,,Rear Swing Arm Support Tooling,steelTube,STEEL PIPE,Assembling the complete vehicle,Assemble the whole vehicle,two wheeler
940010-10161,A1,Equipo,Drive controller,CONTROLADOR DE VELOCIDAD,PZA,PZA,8504401300,85044013,0,5,Ex. ,,,0,0,0.49,Y,N,0,26111544,,,,,,
9010-180007,IN,0,CLAMP WATER HOSE,ABRAZADERA DE ACERO,PZA,PZA,7326909903,73269099,3,35,,1931R825050550,ABRAZADERA DE ACERO CLIP DE FIJACION 7326909903,NO RRNA,0,0.001,Y,N,0,24101600,,,,,,
30001-122060160,IN,0,BOLT M10x1.25x60,PERNOS ROSCADOS DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,,,0.002,Y,N,0,31161500,,,,,,
940010-11771,A1,Equipo,bell guide,CONECTOR,PZA,PZA,8536909999,85369099,99,0,,,,,,0.227,Y,N,CF SALE MXHTS2025040013,25174800,,,,,,
5BYV-0701AM-6200,IN,0,FRONT WHEEL ASSY,RUEDA PARA VEHICULO,PZA,PZA,8708709999,87087099,99,0,,,,NOM-086-SCFI-2018,Can be imported,18,Y,N,0,25181604,,,,,,
520090-00887,A1,Equipo,Air Hose Connector - Straight 12-10,CONECTOR PARA MANGUERA,PZA,KG,3917400100,39174001,0,0,,,,0,0,0.227,Y,N,0,40141734,,,,,,
940010-08593,A1,Equipo,Gear,RUEDA DENTADA,PZA,PZA,8483900302,84839003,2,0,,,,NO RRNA,0,8.1,Y,N,0,25172000,,,,,,
601601-00975,A1,Equipo,Straight Milling Cutter 10,FRESA,PZA,PZA,8207700399,82077003,99,0,,,,,,0.22,Y,N,0,25174800,,,,,,
5BYV-132000-2400-0F500,IN,KD,PASSENGER SEAT ASSY,ASIENTO DEL CONDUCTOR,PZA,PZA,9401200100,94012001,0,0,,,,,,8.1,Y,N,CF SALE MXHTS2025050007,25174600,,,,,,
5HY0-031130-0MP0M,IN,0,TANK REAR MOUNTING SEAT,MONTAJE TRASERO DEL TANQUE DE COMBUSTIBLE,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.135,Y,N,0,25181604,,,,,,
940010-09259,A1,Equipo,Pneumatic Paint Mixing Shaker,MEZCLADOR NEUMATICO DE PINTURA,PZA,PZA,8479829900,84798299,0,0,,,,,,30,Y,N,CF SALE MXHTS2025110007,,aS 21 1 4 a o,Stainless Steel,Stainless steel,a 21 1 4 a a a,Mix the paint evenly,four wheeler
5SYA-H-ZYC-001-Z,A1,HerramietasDeTrabajo,Rear door window frame turnover rack,RACKS PARA LA INDUSTRIA AUTOMOTRIZ,PZA,KG,7308909999,73089099,99,35,Ex.,,,Aviso Automatico ante la Secretaria de Economia(unicamente cuando se importe en definitiva. El aviso,,1500,Y,N,CF SALE MXHTS2025110039,,a Ze1 2 e a Sca a e1 2 z,Steela Resina Aluminum alloy,Steel resin aluminum alloy,Equipment for transferring vehicle doors,Equipment for vehicle door transportation,four wheeler
5KWV-360005-1000,IN,0,FUEL TANK BREATHER HOSE,TUBO PARA TANQUE DE COMBUSTIBLE,PZA,PZA,8708999999,87089999,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.022,Y,N,0,25181604,,,,,,
5HYV-221090-6000-H1M,IN,KD,Reinforcement Plate Assembly for Right Door Lock Catch,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,,,0.23,Y,N,CF SALE MXHTS2025050073,25181604,,,,,,
5HY0-041012,IN,0,DECO GRID,GUARNICION PARA CARROCERIA DE PLASTICO,PZA,KG,3926300299,39263002,99,15,Ex. ,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.89,Y,N,0,25181600,,,,,,
5HYV-237000-6000-29,IN,KD,Left diagonal brace tube of rear top bar, PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES,PZA,PZA,8708220100,87082201,99,10,Ex. ,,,,,0.84,Y,N,CF SALE MXHTS2025060020,25181604,,,,,,
7030-040010-00001,IN,0,CABLE FRONT TOP COVER,ARNES PARA USO AUTOMOTRIZ,PZA,PZA,8544309901,85443099,1,5,Ex. Excepto: Arneses reconocibles como diseNados exclusivamente para uso automotriz.,1931R825050647,ARNES PARA USO AUTOMOTRIZ ARNES ARNES ELECTRICO ARNES DE CABLES 8544309901,NOM-024-SCFI-2013,Need to label specific NOM-024 shipment mark,0.012,Y,N,0,26101700,,,,,,
940010-08219,A1,Equipo,Circuit Breaker,DISYUNTOR,PZA,PZA,8536209900,85362099,0,5,Ex. ,,,NO RRNA,0,0.2,Y,N,0,39121602,,,,,,
5HYV-150810-1800,IN,0,EPS CONTROLLER,CONTROLADOR DE ESTABILIDAD,PZA,PZA,9032899900,90328999,0,5,Ex. ,,,NO RRNA,0,0.656,Y,N,0,25174200,,,,,,
940010-08515,A1,Equipo,Audible and Visual Alarm,SIRENA,PZA,PZA,8531800100,85318001,0,5,0,,,NO RRNA,0,0.5,Y,N,0,25174800,,,,,,
5HYV-131318-6001-H1,IN,KD,Left Support tube,PARTE PARA ASIENTO,PZA,PZA,9401200100,94012001,1,0,,,,,,1,Y,N,CF SALE MXHTS2025050082,25174800,,,,,,
5HY0-031461-0MP0M,IN,0,FOOT SUPPORT PLATE,PLACA DE SOPORTE PARA LOS PIES,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.39,Y,N,0,25181604,,,,,,
5KWV-033200-1000-H1M,IN,KD,Install welding components in front of the rear axle,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.75,Y,N,0,25181604,,,,,,
940010-11163,A1,Equipo,flow meter,FLUJOMETRO,PZA,PZA,9026100702,90261007,2,0,,,,,,0.125,Y,N,CF SALE MXHTS2025040015,41112407,,,,,,
30601-112010,IN,0,CLAMP A12,ABRAZADERA,PZA,PZA,7326200699,73262006,99,30,,1931R825053462,ABRAZADERA 7326200699,,,0.2,Y,N,0,31162906,,,,,,
